Model Name,Column Name,Transaction Value (Count or Avg),Transcation Month (YYYY|MM),IsAnAnomaly,Snapshot Month (YYYYMM)
TABLE_1,Column_1807,3490987.8,2019|10,NA,202102
TABLE_1,Column_1807,2843178.5,2019|11,NA,202102
TABLE_1,Column_1807,2935790.25,2019|12,NA,202102
TABLE_1,Column_1807,2244444.45,2020|01,NA,202102
TABLE_1,Column_1807,2311832,2020|02,NA,202102
TABLE_1,Column_1807,1989350.975,2020|03,NA,202102
TABLE_1,Column_1807,1370019.7,2020|04,NA,202102
TABLE_1,Column_1807,1851718.8,2020|05,NA,202102
TABLE_1,Column_1807,2397350.3,2020|06,NA,202102
TABLE_1,Column_1807,2478156.5,2020|07,NA,202102
TABLE_1,Column_1807,2343295,2020|08,NA,202102
TABLE_1,Column_1807,2360582.5,2020|09,NA,202102
TABLE_1,Column_1807,2482756,2020|10,NA,202102
TABLE_1,Column_1807,1392706.2,2020|11,NA,202102
TABLE_1,Column_1807,0,2020|12,NA,202102
TABLE_1,Column_1807,0,2015|11,NA,202101
TABLE_1,Column_1807,0,2015|12,NA,202101
TABLE_1,Column_1807,0,2016|01,NA,202101
TABLE_1,Column_1807,0,2016|02,NA,202101
TABLE_1,Column_1807,0,2016|03,NA,202101
TABLE_1,Column_1807,796849.4375,2016|04,NA,202101
TABLE_1,Column_1807,992207.6875,2016|05,NA,202101
TABLE_1,Column_1807,1036043.25,2016|06,NA,202101
TABLE_1,Column_1807,1044290.753,2016|07,NA,202101
TABLE_1,Column_1807,1325603.4,2016|08,NA,202101
TABLE_1,Column_1807,1251996.375,2016|09,NA,202101
TABLE_1,Column_1807,1474540.275,2016|10,NA,202101
TABLE_1,Column_1807,1366979.3,2016|11,NA,202101
TABLE_1,Column_1807,1543686.025,2016|12,NA,202101
TABLE_1,Column_1807,1314995.575,2017|01,NA,202101
TABLE_1,Column_1807,1388797.925,2017|02,NA,202101
TABLE_1,Column_1807,1763651.225,2017|03,NA,202101
TABLE_1,Column_1807,1690157.925,2017|04,NA,202101
TABLE_1,Column_1807,2022922.525,2017|05,NA,202101
TABLE_1,Column_1807,1959666.6,2017|06,NA,202101
TABLE_1,Column_1807,1924887.975,2017|07,NA,202101
TABLE_1,Column_1807,2017573.525,2017|08,NA,202101
TABLE_1,Column_1807,1995883.225,2017|09,NA,202101
TABLE_1,Column_1807,2314303,2017|10,NA,202101
TABLE_1,Column_1807,2331544.2,2017|11,NA,202101
TABLE_1,Column_1807,2349023,2017|12,NA,202101
TABLE_1,Column_1807,1953570.65,2018|01,NA,202101
TABLE_1,Column_1807,1974918.1,2018|02,NA,202101
TABLE_1,Column_1807,2400697.8,2018|03,NA,202101
TABLE_1,Column_1807,2250114,2018|04,NA,202101
TABLE_1,Column_1807,2486664.7,2018|05,NA,202101
TABLE_1,Column_1807,2380598.7,2018|06,NA,202101
TABLE_1,Column_1807,2382629.5,2018|07,NA,202101
TABLE_1,Column_1807,2678931.25,2018|08,NA,202101
TABLE_1,Column_1807,2609753.55,2018|09,NA,202101
TABLE_1,Column_1807,3129505.5,2018|10,NA,202101
TABLE_1,Column_1807,2859790.55,2018|11,NA,202101
TABLE_1,Column_1807,2814735,2018|12,NA,202101
TABLE_1,Column_1807,2518665.25,2019|01,NA,202101
TABLE_1,Column_1807,2523011.25,2019|02,NA,202101
TABLE_1,Column_1807,2935926.7,2019|03,NA,202101
TABLE_1,Column_1807,2968114,2019|04,NA,202101
TABLE_1,Column_1807,3081230.95,2019|05,NA,202101
TABLE_1,Column_1807,2783447,2019|06,NA,202101
TABLE_1,Column_1807,2887378.7,2019|07,NA,202101
TABLE_1,Column_1807,2984409.8,2019|08,NA,202101
TABLE_1,Column_1807,2775956.95,2019|09,NA,202101
TABLE_1,Column_1807,3465959.75,2019|10,NA,202101
TABLE_1,Column_1807,2806887.45,2019|11,NA,202101
TABLE_1,Column_1807,2902861,2019|12,NA,202101
TABLE_1,Column_1807,2212371.25,2020|01,NA,202101
TABLE_1,Column_1807,2283449.5,2020|02,NA,202101
TABLE_1,Column_1807,1959179.075,2020|03,NA,202101
TABLE_1,Column_1807,1356730.225,2020|04,NA,202101
TABLE_1,Column_1807,1820469.725,2020|05,NA,202101
TABLE_1,Column_1807,2341256.7,2020|06,NA,202101
TABLE_1,Column_1807,2420253.5,2020|07,NA,202101
TABLE_1,Column_1807,2251942.48,2020|08,NA,202101
TABLE_1,Column_1807,2139491,2020|09,NA,202101
TABLE_1,Column_1807,1517887.6,2020|10,NA,202101
TABLE_1,Column_1807,0,2020|11,NA,202101
TABLE_1,Column_1815,0,2016|02,NO,202104
TABLE_1,Column_1815,0,2016|03,NO,202104
TABLE_1,Column_1815,0,2016|04,NO,202104
TABLE_1,Column_1815,0,2016|05,NO,202104
TABLE_1,Column_1815,0,2016|06,NO,202104
TABLE_1,Column_1815,0,2016|07,NO,202104
TABLE_1,Column_1815,0,2016|08,NO,202104
TABLE_1,Column_1815,0,2016|09,NO,202104
TABLE_1,Column_1815,0,2016|10,NO,202104
TABLE_1,Column_1815,0,2016|11,NO,202104
TABLE_1,Column_1815,0,2016|12,NO,202104
TABLE_1,Column_1815,0,2017|01,NO,202104
TABLE_1,Column_1815,0,2017|02,NO,202104
TABLE_1,Column_1815,0,2017|03,NO,202104
TABLE_1,Column_1815,0,2017|04,NO,202104
TABLE_1,Column_1815,0,2017|05,NO,202104
TABLE_1,Column_1815,0,2017|06,NO,202104
TABLE_1,Column_1815,0,2017|07,NO,202104
TABLE_1,Column_1815,0,2017|08,NO,202104
TABLE_1,Column_1815,0,2017|09,NO,202104
TABLE_1,Column_1815,0,2017|10,NO,202104
TABLE_1,Column_1815,0,2017|11,NO,202104
TABLE_1,Column_1815,0,2017|12,NO,202104
TABLE_1,Column_1815,0,2018|01,NO,202104
TABLE_1,Column_1815,0,2018|02,NO,202104
TABLE_1,Column_1815,0,2018|03,NO,202104
TABLE_1,Column_1815,0,2018|04,NO,202104
TABLE_1,Column_1815,0,2018|05,NO,202104
TABLE_1,Column_1815,0,2018|06,NO,202104
TABLE_1,Column_1815,0,2018|07,NO,202104
TABLE_1,Column_1815,0,2018|08,NO,202104
TABLE_1,Column_1815,0,2018|09,NO,202104
TABLE_1,Column_1815,0,2018|10,NO,202104
TABLE_1,Column_1815,0,2018|11,NO,202104
TABLE_1,Column_1815,0,2018|12,NO,202104
TABLE_1,Column_1815,0,2019|01,NO,202104
TABLE_1,Column_1815,0,2019|02,NO,202104
TABLE_1,Column_1815,0,2019|03,NO,202104
TABLE_1,Column_1815,0,2019|04,NO,202104
TABLE_1,Column_1815,0,2019|05,NO,202104
TABLE_1,Column_1815,0,2019|06,NO,202104
TABLE_1,Column_1815,0,2019|07,NO,202104
TABLE_1,Column_1815,0,2019|08,NO,202104
TABLE_1,Column_1815,0,2019|09,NO,202104
TABLE_1,Column_1815,0,2019|10,NO,202104
TABLE_1,Column_1815,0,2019|11,NO,202104
TABLE_1,Column_1815,0,2019|12,NO,202104
TABLE_1,Column_1815,0,2020|01,NO,202104
TABLE_1,Column_1815,0,2020|02,NO,202104
TABLE_1,Column_1815,0,2020|03,NO,202104
TABLE_1,Column_1815,0,2020|04,NO,202104
TABLE_1,Column_1815,0,2020|05,NO,202104
TABLE_1,Column_1815,0,2020|06,NO,202104
TABLE_1,Column_1815,0,2020|07,NO,202104
TABLE_1,Column_1815,0,2020|08,NO,202104
TABLE_1,Column_1815,0,2020|09,NO,202104
TABLE_1,Column_1815,0,2020|10,NO,202104
TABLE_1,Column_1815,0,2020|11,NO,202104
TABLE_1,Column_1815,0,2020|12,NO,202104
TABLE_1,Column_1815,0,2021|01,NO,202104
TABLE_1,Column_1815,0,2021|02,NO,202104
TABLE_1,Column_1815,0,2016|01,NA,202103
TABLE_1,Column_1815,0,2016|02,NA,202103
TABLE_1,Column_1815,0,2016|03,NA,202103
TABLE_1,Column_1815,0,2016|04,NA,202103
TABLE_1,Column_1815,0,2016|05,NA,202103
TABLE_1,Column_1815,0,2016|06,NA,202103
TABLE_1,Column_1815,0,2016|07,NA,202103
TABLE_1,Column_1815,0,2016|08,NA,202103
TABLE_1,Column_1815,0,2016|09,NA,202103
TABLE_1,Column_1815,0,2016|10,NA,202103
TABLE_1,Column_1815,0,2016|11,NA,202103
TABLE_1,Column_1815,0,2016|12,NA,202103
TABLE_1,Column_1815,0,2017|01,NA,202103
TABLE_1,Column_1815,0,2017|02,NA,202103
TABLE_1,Column_1815,0,2017|03,NA,202103
TABLE_1,Column_1815,0,2017|04,NA,202103
TABLE_1,Column_1815,0,2017|05,NA,202103
TABLE_1,Column_1815,0,2017|06,NA,202103
TABLE_1,Column_1815,0,2017|07,NA,202103
TABLE_1,Column_1815,0,2017|08,NA,202103
TABLE_1,Column_1815,0,2017|09,NA,202103
TABLE_1,Column_1815,0,2017|10,NA,202103
TABLE_1,Column_1815,0,2017|11,NA,202103
TABLE_1,Column_1815,0,2017|12,NA,202103
TABLE_1,Column_1815,0,2018|01,NA,202103
TABLE_1,Column_1815,0,2018|02,NA,202103
TABLE_1,Column_1815,0,2018|03,NA,202103
TABLE_1,Column_1815,0,2018|04,NA,202103
TABLE_1,Column_1815,0,2018|05,NA,202103
TABLE_1,Column_1815,0,2018|06,NA,202103
TABLE_1,Column_1815,0,2018|07,NA,202103
TABLE_1,Column_1815,0,2018|08,NA,202103
TABLE_1,Column_1815,0,2018|09,NA,202103
TABLE_1,Column_1815,0,2018|10,NA,202103
TABLE_1,Column_1815,0,2018|11,NA,202103
TABLE_1,Column_1815,0,2018|12,NA,202103
TABLE_1,Column_1815,0,2019|01,NA,202103
TABLE_1,Column_1815,0,2019|02,NA,202103
TABLE_1,Column_1815,0,2019|03,NA,202103
TABLE_1,Column_1815,0,2019|04,NA,202103
TABLE_1,Column_1815,0,2019|05,NA,202103
TABLE_1,Column_1815,0,2019|06,NA,202103
TABLE_1,Column_1815,0,2019|07,NA,202103
TABLE_1,Column_1815,0,2019|08,NA,202103
TABLE_1,Column_1815,0,2019|09,NA,202103
TABLE_1,Column_1815,0,2019|10,NA,202103
TABLE_1,Column_1815,0,2019|11,NA,202103
TABLE_1,Column_1815,0,2019|12,NA,202103
TABLE_1,Column_1815,0,2020|01,NA,202103
TABLE_1,Column_1815,0,2020|02,NA,202103
TABLE_1,Column_1815,0,2020|03,NA,202103
TABLE_1,Column_1815,0,2020|04,NA,202103
TABLE_1,Column_1815,0,2020|05,NA,202103
TABLE_1,Column_1815,0,2020|06,NA,202103
TABLE_1,Column_1815,0,2020|07,NA,202103
TABLE_1,Column_1815,0,2020|08,NA,202103
TABLE_1,Column_1815,0,2020|09,NA,202103
TABLE_1,Column_1815,0,2020|10,NA,202103
TABLE_1,Column_1815,0,2020|11,NA,202103
TABLE_1,Column_1815,0,2020|12,NA,202103
TABLE_1,Column_1815,0,2021|01,NA,202103
TABLE_1,Column_1815,0,2015|12,NA,202102
TABLE_1,Column_1815,0,2016|01,NA,202102
TABLE_1,Column_1815,0,2016|02,NA,202102
TABLE_1,Column_1815,0,2016|03,NA,202102
TABLE_1,Column_1815,0,2016|04,NA,202102
TABLE_1,Column_1815,0,2016|05,NA,202102
TABLE_1,Column_1815,0,2016|06,NA,202102
TABLE_1,Column_1815,0,2016|07,NA,202102
TABLE_1,Column_1815,0,2016|08,NA,202102
TABLE_1,Column_1815,0,2016|09,NA,202102
TABLE_1,Column_1815,0,2016|10,NA,202102
TABLE_1,Column_1815,0,2016|11,NA,202102
TABLE_1,Column_1815,0,2016|12,NA,202102
TABLE_1,Column_1815,0,2017|01,NA,202102
TABLE_1,Column_1815,0,2017|02,NA,202102
TABLE_1,Column_1815,0,2017|03,NA,202102
TABLE_1,Column_1815,0,2017|04,NA,202102
TABLE_1,Column_1815,0,2017|05,NA,202102
TABLE_1,Column_1815,0,2017|06,NA,202102
TABLE_1,Column_1815,0,2017|07,NA,202102
TABLE_1,Column_1815,0,2017|08,NA,202102
TABLE_1,Column_1815,0,2017|09,NA,202102
TABLE_1,Column_1815,0,2017|10,NA,202102
TABLE_1,Column_1815,0,2017|11,NA,202102
TABLE_1,Column_1815,0,2017|12,NA,202102
TABLE_1,Column_1815,0,2018|01,NA,202102
TABLE_1,Column_1815,0,2018|02,NA,202102
TABLE_1,Column_1815,0,2018|03,NA,202102
TABLE_1,Column_1815,0,2018|04,NA,202102
TABLE_1,Column_1815,0,2018|05,NA,202102
TABLE_1,Column_1815,0,2018|06,NA,202102
TABLE_1,Column_1815,0,2018|07,NA,202102
TABLE_1,Column_1815,0,2018|08,NA,202102
TABLE_1,Column_1815,0,2018|09,NA,202102
TABLE_1,Column_1815,0,2018|10,NA,202102
TABLE_1,Column_1815,0,2018|11,NA,202102
TABLE_1,Column_1815,0,2018|12,NA,202102
TABLE_1,Column_1815,0,2019|01,NA,202102
TABLE_1,Column_1815,0,2019|02,NA,202102
TABLE_1,Column_1815,0,2019|03,NA,202102
TABLE_1,Column_1815,0,2019|04,NA,202102
TABLE_1,Column_1815,0,2019|05,NA,202102
TABLE_1,Column_1815,0,2019|06,NA,202102
TABLE_1,Column_1815,0,2019|07,NA,202102
TABLE_1,Column_1815,0,2019|08,NA,202102
TABLE_1,Column_1815,0,2019|09,NA,202102
TABLE_1,Column_1815,0,2019|10,NA,202102
TABLE_1,Column_1815,0,2019|11,NA,202102
TABLE_1,Column_1815,0,2019|12,NA,202102
TABLE_1,Column_1815,0,2020|01,NA,202102
TABLE_1,Column_1815,0,2020|02,NA,202102
TABLE_1,Column_1815,0,2020|03,NA,202102
TABLE_1,Column_1815,0,2020|04,NA,202102
TABLE_1,Column_1815,0,2020|05,NA,202102
TABLE_1,Column_1815,0,2020|06,NA,202102
TABLE_1,Column_1815,0,2020|07,NA,202102
TABLE_1,Column_1815,0,2020|08,NA,202102
TABLE_1,Column_1815,0,2020|09,NA,202102
TABLE_1,Column_1815,0,2020|10,NA,202102
TABLE_1,Column_1815,0,2020|11,NA,202102
TABLE_1,Column_1815,0,2020|12,NA,202102
